CLE;AB;BA;BP;BP_AB;BP_PM;H;PB;PM;PM_AB;PT;PT_AB;PT_PM;TO;BOG;ALTI;D_1A;D_1AR;D_R;D_2;D_4GA;D_7;D_8;D_8AR;D_WA;ELE;P_DEF;ARI;DWFC;EVA;GDD;MAT;PRECT;PRECU;VPD;AG;BR;FT;HF;HL;LOG;SBOM;SBOS;SBON;O1700;O1880;O1900;O1920
65;0.10;0.00;1.56;0.00;0.75;0.15;16.73;22.10;0.00;1.71;0.00;8.34;0.00;26.67;319.04;7.94;1.81;3.61;2.89;19.49;34.66;0.00;0.00;5.05;15.79;2;4;10;7;9;9;5;5;10;0.15;2.11;5.25;5.137;1.00;11.70;4.92;1.26;3.25;5.07;6.33;9.71;53.59
66;0.09;0.00;0.51;0.00;0.14;0.00;4.97;26.04;0.14;2.23;0.00;4.92;0.00;42.90;325.52;3.20;4.47;0.64;0.96;9.58;74.12;0.00;0.00;0.96;7.94;0;4;10;7;9;9;5;5;10;0.42;5.11;7.00;6.430;1.00;7.20;2.88;1.86;5.60;22.97;7.43;8.79;18.92
67;0.38;0.00;1.02;0.00;0.21;0.33;15.50;24.04;0.00;3.03;0.00;7.61;0.00;29.14;329.33;6.48;3.65;1.66;0.00;14.29;62.96;0.00;0.00;0.17;10.72;0;4;10;7;9;9;5;5;9;1.32;4.54;6.75;12.088;1.00;9.29;1.68;0.78;5.33;5.47;1.83;7.76;43.84
68;2.88;0.00;12.43;0.00;3.80;0.46;29.52;21.01;0.07;3.66;0.00;5.37;0.20;7.53;355.72;10.90;11.39;4.95;3.47;3.96;24.26;0.00;0.00;0.99;21.82;0;4;10;7;9;9;5;5;10;0.00;4.91;6.00;2.462;1.00;6.87;7.79;2.68;7.50;2.17;0.72;4.34;47.10
69;0.07;0.00;1.92;0.00;0.52;0.44;2.51;12.03;0.15;9.67;0.00;16.75;0.00;9.30;315.43;3.66;7.85;6.28;3.14;53.40;12.04;0.00;0.00;8.90;13.82;0;4;10;7;9;9;5;5;10;10.55;2.44;7.20;2.060;1.00;6.42;2.66;0.74;5.00;0.58;1.16;1.75;27.48
70;0.16;0.00;3.34;0.08;1.09;0.39;4.27;29.40;0.39;4.42;0.00;7.21;0.00;17.84;322.33;6.91;4.26;0.00;3.72;22.87;29.79;0.00;0.00;11.17;7.87;0;4;10;7;9;9;5;5;10;1.71;3.18;6.00;15.899;1.67;14.35;5.90;2.72;8.00;5.37;21.47;14.77;24.83
71;0.22;0.00;3.48;0.39;1.12;0.28;8.19;20.20;0.95;1.40;0.00;3.93;0.00;18.35;320.04;0.00;8.98;3.13;5.86;3.52;58.59;0.00;0.00;8.59;9.42;0;4;10;7;10;10;5;5;10;0.22;14.14;5.00;84.699;1.00;22.00;6.90;2.36;8.00;16.43;11.43;12.86;3.57
72;1.20;0.00;4.29;0.50;1.20;0.30;4.89;4.79;0.00;13.06;1.69;5.88;0.00;11.07;305.85;0.00;0.00;0.00;0.70;35.21;25.35;0.00;0.00;10.56;9.98;0;5;10;7;10;10;5;5;10;8.67;6.98;6.75;54.918;1.00;12.36;8.77;1.20;8.75;0.00;1.15;13.80;10.35
73;0.09;0.00;3.53;0.19;0.56;1.58;3.34;11.87;0.19;15.58;0.00;8.72;0.00;15.31;313.51;0.00;9.21;4.61;0.66;33.55;44.08;0.00;0.00;3.29;12.01;0;5;10;7;10;10;5;5;10;4.82;11.87;7.67;38.120;1.33;9.00;2.97;1.48;8.67;0.00;3.77;8.49;17.92
74;1.32;0.63;10.61;0.79;2.53;0.21;1.58;17.69;0.37;5.81;0.11;6.18;0.00;11.19;311.01;0.37;6.27;0.74;4.80;31.00;31.37;0.00;0.00;11.81;8.98;0;5;10;7;10;10;5;5;10;0.84;3.70;7.00;25.920;1.50;19.54;17.63;6.49;10.00;7.20;8.64;11.51;29.50
75;0.39;0.00;2.35;0.78;1.18;0.00;0.55;3.14;0.16;12.71;0.39;5.18;0.00;8.63;304.80;0.00;1.10;2.20;0.00;51.10;12.64;0.00;0.00;32.42;5.49;0;5;10;7;10;10;5;5;10;12.63;1.80;8.00;24.414;1.00;6.51;3.45;0.78;10.67;2.04;0.00;0.00;4.08
76;0.47;0.00;17.35;2.03;6.75;1.28;0.95;13.84;0.41;5.13;0.00;3.17;0.00;9.32;311.64;0.00;10.19;10.19;0.00;42.59;18.52;0.00;0.00;18.06;21.34;2;5;10;7;10;10;5;4;10;0.00;1.69;5.00;8.608;1.50;18.30;10.67;5.67;10.00;5.52;6.13;7.97;36.19
77;0.00;0.00;1.06;0.00;4.24;0.00;41.95;30.72;0.00;0.00;0.00;3.18;0.00;13.98;365.20;35.61;6.06;5.30;0.76;0.00;4.55;0.00;0.00;4.55;35.76;6;4;10;7;9;9;5;6;9;0.00;0.85;5.00;0.000;1.00;5.72;0.00;0.00;4.00;0.00;0.00;17.24;75.86
78;1.35;0.00;38.07;7.70;7.45;0.00;0.65;12.11;2.20;1.20;0.05;2.10;0.00;1.75;436.96;36.82;43.92;3.04;8.45;0.00;0.68;0.00;0.00;6.08;64.57;14;4;10;7;9;10;6;6;9;0.00;0.10;5.00;0.579;1.20;26.71;44.47;4.40;6.80;5.20;12.00;20.40;26.40
79;0.99;0.41;23.06;7.05;7.57;0.00;9.67;25.63;0.82;1.34;0.23;1.46;0.00;3.20;402.73;12.77;27.23;1.28;44.68;0.00;2.98;0.00;0.00;10.21;55.13;4;4;10;7;9;9;6;6;9;0.00;0.12;4.50;0.031;1.00;4.95;28.42;2.04;6.25;14.43;8.92;13.65;36.75
80;1.69;1.22;29.95;19.04;8.33;0.00;1.96;15.31;0.61;0.27;0.00;0.61;0.00;1.49;447.28;40.09;44.34;0.94;8.02;0.00;0.00;0.00;0.00;6.60;94.42;55;4;10;7;9;9;6;6;9;0.00;0.14;5.50;0.000;1.00;2.37;53.66;11.11;7.00;15.48;7.75;18.39;32.58
81;2.93;0.27;35.05;19.22;9.38;0.00;0.05;16.10;2.62;1.31;0.05;0.14;0.00;0.50;462.81;28.32;57.35;5.73;6.45;0.00;0.00;0.00;0.00;2.15;108.65;38;3;10;6;9;9;6;6;9;0.00;0.00;4.25;0.000;1.00;5.50;59.49;1.17;5.00;8.15;19.88;21.07;25.65
82;3.14;0.00;8.90;7.07;4.19;0.00;0.00;18.06;2.88;7.33;0.00;5.24;0.00;0.26;394.00;7.00;25.00;0.00;54.01;0.00;0.01;0.00;0.00;14.00;55.00;0;4;10;7;9;9;6;6;9;0.00;0.00;4.00;7.366;1.00;39.01;20.94;0.26;5.00;4.35;13.04;9.78;20.66
83;3.81;0.00;21.44;16.36;8.53;0.00;0.07;19.25;5.22;1.06;0.56;1.76;0.00;1.55;443.00;19.00;64.00;4.00;5.02;0.00;2.00;0.00;0.00;6.00;82.00;33;4;10;7;9;9;6;6;9;0.00;0.21;4.00;0.000;2.00;20.24;45.77;1.48;5.00;9.53;12.50;20.24;27.39
84;5.55;0.00;19.88;15.66;7.37;0.00;0.08;13.34;5.39;0.83;0.33;1.24;0.00;2.49;449.58;37.35;48.80;1.20;6.02;0.00;0.00;0.00;0.00;6.63;66.64;22;3;10;6;9;9;6;6;9;0.00;0.00;4.00;0.005;1.60;30.41;47.89;2.07;5.40;9.80;21.56;19.61;13.72
85;6.94;0.00;8.66;17.04;7.73;0.14;0.00;17.11;4.01;2.86;0.79;2.72;0.00;1.15;460.41;47.31;27.96;3.23;8.07;0.00;0.00;0.00;0.00;13.44;76.66;13;3;10;6;9;9;6;7;8;0.00;0.14;6.00;0.001;1.00;24.77;34.22;0.64;6.50;7.95;16.19;19.32;20.46
86;0.86;0.00;13.38;8.66;6.08;0.00;7.30;28.25;3.93;5.51;0.36;6.29;0.00;4.08;458.80;71.88;17.71;0.00;3.64;0.00;1.56;0.00;0.00;5.21;67.49;12;3;10;6;8;9;6;7;8;0.00;0.36;6.00;0.271;1.00;29.11;23.32;2.29;6.67;7.45;13.22;25.62;14.87
87;2.85;0.00;11.68;11.03;15.36;0.00;0.11;23.04;0.66;2.25;1.59;5.76;0.00;1.32;472.72;52.47;31.94;1.14;7.98;0.00;0.38;0.00;0.00;6.08;87.24;17;3;10;6;9;9;6;6;9;0.00;0.00;5.71;0.002;1.71;27.37;26.55;1.04;6.14;12.32;14.04;18.49;13.36
88;3.68;0.00;25.47;14.37;13.32;0.00;2.01;22.62;1.25;1.32;0.14;1.67;0.00;1.94;466.15;39.23;40.19;10.05;6.70;0.00;0.48;0.00;0.00;3.35;100.65;33;3;10;6;9;9;6;6;9;0.00;0.00;6.00;0.000;1.00;9.30;46.56;3.33;5.00;10.42;13.54;22.40;23.44
89;0.28;0.00;16.06;4.76;1.96;0.00;16.53;22.13;0.93;6.72;0.47;9.71;0.00;2.43;430.16;59.87;21.05;0.66;11.84;0.00;0.66;0.00;0.00;3.95;50.38;10;4;10;7;9;9;6;6;9;0.00;1.49;6.33;5.757;1.00;32.12;13.63;6.16;6.00;10.81;4.50;9.91;39.64
90;0.00;0.00;2.80;0.00;8.05;0.37;32.07;16.10;0.37;0.12;0.00;2.32;0.00;5.85;435.61;61.67;20.83;0.00;9.16;0.00;2.50;0.00;0.00;5.00;59.38;13;3;10;7;9;9;6;6;9;0.00;3.05;2.50;0.004;1.00;37.56;1.46;0.00;3.50;5.44;1.36;21.09;10.20
91;0.00;0.00;2.80;0.20;16.22;7.21;18.12;35.54;0.10;1.00;0.00;3.00;0.00;3.00;458.96;50.00;37.86;2.14;0.71;0.00;0.71;0.00;0.00;8.57;76.74;21;3;10;6;8;9;6;6;9;0.00;0.90;2.00;0.002;1.00;18.92;0.00;0.00;2.50;0.00;5.61;18.69;53.27
92;0.00;0.00;3.57;0.24;8.20;4.64;13.67;35.43;0.00;0.71;0.00;4.04;0.00;4.52;424.64;64.52;16.13;0.00;3.23;0.00;4.84;0.00;0.00;11.29;54.73;7;3;10;6;9;9;6;6;9;0.00;0.83;2.00;0.000;1.00;29.96;0.00;0.00;2.67;0.00;11.76;39.50;26.06
93;0.00;0.00;2.34;0.62;3.08;0.00;29.35;16.77;0.25;0.37;0.00;2.10;0.00;8.26;433.14;68.75;4.17;0.00;4.68;0.00;4.69;0.00;0.00;17.19;41.63;4;3;10;6;8;9;6;7;8;0.00;2.59;2.00;0.002;1.00;45.87;0.12;0.00;4.00;1.00;7.00;13.00;13.00
94;0.00;0.00;6.05;0.20;11.23;0.20;39.75;22.75;0.49;1.95;0.00;2.73;0.00;3.32;404.81;49.32;27.03;3.38;12.17;0.00;1.35;0.00;0.00;6.76;75.11;15;3;10;6;9;9;6;6;9;0.00;0.00;2.00;0.011;1.00;31.54;0.88;0.00;3.00;2.86;14.29;52.86;18.57
95;0.00;0.00;2.07;0.37;16.59;3.41;39.88;19.15;0.73;0.98;0.00;0.61;0.00;3.66;436.66;27.35;46.15;8.55;7.69;0.00;0.00;0.00;0.00;10.26;96.77;32;3;10;6;8;9;6;6;9;0.00;0.00;2.00;0.002;1.00;10.24;2.07;0.12;2.00;13.54;22.92;43.76;13.54
96;0.33;0.00;1.19;1.66;11.49;0.14;26.34;28.43;4.70;0.00;0.05;0.09;0.00;6.83;415.11;49.67;30.39;1.31;3.59;0.00;1.96;0.00;0.00;12.09;68.05;12;3;10;6;8;9;6;6;9;0.00;0.28;2.00;2.729;1.00;1.33;6.36;0.76;2.60;11.76;36.20;25.34;7.69
97;0.35;0.00;16.49;0.00;7.98;0.27;20.83;19.06;0.09;0.27;0.00;2.22;0.00;9.13;392.31;45.73;15.24;2.44;2.44;0.00;3.66;0.00;0.00;2.44;48.26;4;4;10;7;9;9;6;6;10;0.00;5.14;6.33;12.468;2.00;31.83;8.07;2.84;5.67;3.58;4.47;12.50;51.79
98;0.11;0.00;6.85;0.00;4.09;0.00;47.96;16.46;0.00;0.22;0.00;1.77;0.00;10.28;415.29;65.91;5.30;0.00;13.64;0.00;5.30;0.00;0.00;6.06;41.62;3;4;10;7;9;9;6;6;9;0.00;2.21;7.00;0.004;2.00;19.23;1.22;0.00;4.00;2.24;4.49;13.48;44.39
99;0.00;0.00;8.63;0.14;4.67;0.14;33.64;10.93;0.07;0.50;0.00;2.01;0.00;3.45;448.13;48.17;11.52;2.09;28.27;0.00;0.52;0.00;0.00;7.85;49.75;9;4;10;7;9;9;6;6;9;0.00;10.57;6.00;4.545;1.25;34.00;1.94;0.14;5.25;1.20;4.79;28.14;25.74
100;0.00;0.00;15.41;3.35;6.70;1.01;29.15;20.27;1.01;1.51;0.00;3.18;0.00;2.35;451.82;67.39;26.09;0.00;2.17;0.00;0.00;0.00;0.00;4.35;57.91;15;4;10;7;9;9;6;6;9;0.00;8.88;5.50;43.687;1.00;25.29;3.69;0.00;4.50;0.00;12.99;25.98;19.48
101;0.15;0.00;7.74;0.77;4.80;0.00;19.50;19.04;1.55;2.48;0.00;4.49;0.00;2.32;382.39;35.80;8.64;2.47;4.93;2.47;2.47;0.00;0.00;22.22;40.82;5;4;10;7;9;9;6;6;9;0.00;0.00;5.50;45.670;1.00;37.93;0.62;0.00;5.00;0.00;8.70;10.87;41.30
102;0.11;0.00;5.80;0.33;7.66;0.11;32.39;21.55;0.44;1.64;0.00;3.39;0.00;5.25;403.27;65.19;5.19;0.00;10.36;0.00;1.48;0.00;0.00;17.78;49.24;3;3;10;6;9;9;6;6;9;0.00;0.00;2.00;0.060;1.00;45.51;0.44;0.00;4.00;2.32;16.28;44.18;15.11
103;0.53;0.00;9.98;3.82;6.90;0.00;19.75;14.54;1.59;3.82;0.00;1.91;0.00;6.79;404.14;54.55;26.57;0.70;11.19;0.00;2.80;0.00;0.00;2.10;64.40;18;4;10;7;9;9;6;6;9;0.00;0.00;5.00;0.007;1.00;63.80;4.03;0.21;4.00;4.05;12.17;17.57;10.81
104;0.26;0.00;3.59;2.05;4.10;0.26;14.09;28.35;2.22;1.54;0.17;0.85;0.00;11.44;397.06;68.87;9.58;0.00;5.39;0.00;8.38;0.00;0.00;7.78;34.07;5;3;10;6;9;9;6;6;9;0.00;1.54;3.50;1.575;1.00;36.81;2.82;0.09;4.50;12.64;11.58;20.00;12.63
105;0.17;0.00;16.20;2.98;4.86;0.09;9.21;18.67;3.58;9.21;0.77;5.03;0.00;2.47;413.33;70.00;10.56;0.00;6.67;0.00;1.67;0.00;0.00;8.89;63.73;9;4;10;7;9;9;6;6;9;0.00;0.17;5.33;34.768;1.00;47.57;3.67;0.17;4.33;2.04;8.16;23.47;31.64
106;0.24;0.00;1.19;0.95;4.52;0.12;8.10;34.76;12.62;0.00;0.00;0.24;0.00;7.38;402.05;37.50;17.50;0.00;32.51;0.00;1.67;0.00;0.00;10.83;49.53;0;3;10;6;9;9;6;6;9;0.00;0.12;2.00;25.119;1.00;2.98;8.93;6.07;4.00;26.09;13.04;13.05;0.00
107;0.00;0.00;0.63;1.16;3.39;0.00;28.99;20.21;3.81;0.63;0.00;1.06;0.00;19.47;396.90;25.95;3.05;0.00;45.80;0.00;14.50;0.00;0.00;10.69;16.00;0;3;10;6;9;9;6;6;9;0.00;0.11;3.50;6.406;1.00;3.92;1.48;1.80;4.50;3.04;27.28;25.76;30.31
108;0.42;0.00;1.80;1.80;5.93;0.32;5.08;24.55;4.97;0.32;0.00;0.21;0.00;16.83;396.85;52.63;6.77;0.75;2.26;0.00;13.53;0.00;0.00;24.06;32.56;3;3;10;6;9;9;6;6;9;0.00;0.42;2.00;0.390;1.00;29.21;0.42;0.42;5.00;9.68;4.03;8.07;35.49
109;0.32;0.00;1.44;1.28;5.19;0.08;20.59;22.03;2.08;0.32;0.00;0.56;0.00;21.07;397.55;60.22;0.00;0.00;3.86;0.00;13.26;0.00;0.00;22.65;36.58;0;4;10;6;9;9;6;6;9;0.00;1.52;2.00;0.051;1.00;0.16;2.71;1.20;4.60;6.86;6.86;6.86;57.84
110;0.14;0.00;3.75;0.28;9.44;0.00;20.14;39.31;4.31;0.00;0.00;0.28;0.00;9.31;406.40;63.89;11.11;0.00;9.26;0.00;6.48;0.00;0.00;9.26;39.19;0;4;10;6;9;9;6;6;9;0.00;0.56;2.00;0.000;1.00;0.00;0.00;0.00;3.00;16.52;7.34;4.58;54.13
111;0.34;0.00;1.89;0.34;4.54;0.11;20.09;32.55;2.12;1.09;0.06;1.44;0.00;19.58;404.61;51.84;9.80;0.00;2.45;0.00;23.67;0.00;0.00;11.02;33.13;4;4;10;6;9;9;6;6;9;0.00;1.21;2.00;0.000;1.25;0.17;0.98;0.06;3.50;10.14;16.78;20.63;36.02
112;0.29;0.00;0.96;1.69;2.35;1.18;17.81;27.81;9.20;0.15;0.07;0.96;0.00;16.63;398.05;51.58;9.47;0.00;11.06;0.00;16.84;0.00;0.00;11.05;28.62;2;3;10;6;9;9;6;6;9;0.00;3.02;3.50;7.250;1.25;7.43;3.97;1.91;5.00;26.31;27.63;14.47;3.95
113;0.33;0.00;5.79;2.66;2.66;0.33;19.63;21.56;2.59;6.12;0.67;1.73;0.00;9.05;409.40;63.18;6.36;0.00;16.81;0.00;7.27;0.00;0.00;5.45;36.08;2;3;10;6;9;9;6;6;9;0.00;0.00;6.00;0.041;1.00;47.77;3.33;0.07;4.50;4.77;6.55;23.22;7.14
114;0.00;0.00;3.38;2.68;3.03;0.00;34.72;18.24;3.31;3.10;0.28;1.90;0.00;11.48;401.56;25.60;0.48;0.00;55.07;0.00;4.83;0.00;0.00;14.01;32.61;0;3;10;6;9;9;6;7;9;0.00;0.77;5.00;1.457;1.00;10.07;5.56;0.42;3.50;8.89;11.56;24.00;20.45
115;0.00;0.00;9.02;5.41;1.89;0.00;25.08;25.00;2.05;10.00;0.57;1.72;0.00;8.61;428.90;36.31;5.36;0.00;43.45;0.00;7.74;0.00;0.00;7.14;52.89;4;3;10;6;8;9;6;7;8;0.00;0.00;7.00;0.512;1.00;8.11;8.69;0.82;5.33;0.90;2.70;18.92;51.35
116;0.00;0.00;1.05;3.93;1.31;0.00;43.09;16.52;2.53;2.53;0.17;3.32;0.00;18.88;414.96;51.52;3.64;0.00;26.67;0.00;13.94;0.00;0.00;4.24;24.98;0;3;10;6;9;9;6;6;9;0.00;0.00;5.00;0.000;1.00;8.04;4.28;0.17;4.33;15.24;17.14;18.10;32.38
117;0.43;0.00;5.06;9.91;1.19;0.00;9.70;8.94;10.24;2.05;0.54;1.40;0.00;13.58;410.87;65.96;12.77;1.42;13.48;0.00;2.84;0.00;0.00;3.55;35.74;0;3;10;6;9;9;6;6;9;0.00;1.40;5.00;14.758;1.00;56.90;4.09;0.32;6.00;7.56;6.72;7.56;4.20
118;0.00;0.00;1.06;1.71;0.73;0.00;29.91;20.60;2.47;1.16;0.22;3.35;0.00;25.95;406.93;51.70;1.31;0.00;17.23;0.00;23.76;0.00;0.00;4.70;26.59;1;3;10;6;9;9;6;6;9;0.00;0.80;5.00;6.576;1.00;16.08;0.98;0.25;6.63;8.16;25.51;28.57;11.73
119;0.16;0.00;0.31;2.38;3.36;0.05;13.46;34.63;2.33;0.93;0.72;6.00;0.00;13.56;401.66;68.25;3.28;0.00;5.11;0.00;9.85;0.00;0.00;13.50;28.07;0;4;10;6;9;9;6;6;9;0.00;0.78;5.00;0.454;1.25;5.43;1.60;0.52;6.50;11.93;38.07;38.63;7.39
120;1.01;0.00;1.81;3.22;4.63;0.00;14.79;29.18;8.45;2.21;0.70;5.23;0.00;10.56;430.40;74.50;6.04;0.00;2.01;0.00;5.37;0.00;0.00;12.08;34.43;0;3;10;6;9;9;6;6;9;0.00;0.40;6.00;3.883;1.00;43.16;4.23;0.00;7.00;19.01;16.53;18.18;2.48
121;0.00;0.00;3.21;3.33;4.04;0.24;9.63;40.43;2.62;1.78;0.59;2.02;0.00;12.60;440.74;47.16;4.07;0.00;19.51;0.00;9.76;0.00;0.00;9.76;33.66;7;3;10;6;9;9;6;6;9;0.00;0.95;7.00;5.698;1.00;26.63;4.40;0.00;7.00;11.11;11.11;9.26;33.33
122;0.05;0.00;0.72;0.92;1.06;1.59;36.32;14.50;0.72;1.16;0.00;2.17;0.00;20.38;421.97;61.43;4.78;0.34;8.20;0.00;14.68;0.00;0.00;10.24;20.55;0;4;10;6;9;9;6;6;9;0.00;6.60;5.00;76.834;1.00;5.83;0.67;0.00;6.67;9.16;5.63;11.62;3.17
123;0.07;0.00;2.21;0.57;2.43;0.86;38.36;11.57;0.93;1.64;0.57;3.29;0.00;13.79;418.92;30.20;35.64;0.99;6.94;0.00;9.41;0.00;0.00;16.83;32.49;2;4;10;6;9;9;6;6;9;0.00;5.64;5.00;85.186;2.00;0.29;0.21;0.00;5.50;3.59;8.24;11.11;7.17
124;0.16;0.00;5.76;3.70;1.89;1.15;38.44;13.17;1.65;3.37;1.07;2.30;0.00;10.04;428.90;55.17;9.77;0.00;10.92;0.00;5.75;0.00;0.00;17.82;36.93;0;4;10;6;9;9;6;6;9;0.00;2.55;4.00;92.088;2.00;2.39;2.14;0.00;6.50;5.85;1.70;7.08;7.32
125;1.17;0.00;1.27;5.31;1.06;0.00;33.55;11.36;4.14;1.49;0.96;3.08;0.00;7.43;430.11;31.82;7.58;0.00;31.06;0.00;8.33;0.00;0.00;21.21;22.86;0;4;10;6;9;9;6;6;9;0.00;2.12;4.00;60.486;2.00;16.24;3.29;0.32;6.00;13.33;1.82;4.85;4.85
126;0.08;0.00;1.18;2.27;2.11;0.80;20.66;25.45;1.21;1.78;1.67;4.12;0.00;14.37;418.01;44.39;8.38;0.00;11.59;0.00;14.80;0.00;0.00;20.86;24.72;3;4;10;6;9;9;6;6;9;0.00;1.08;2.30;14.541;2.90;5.98;2.14;0.10;6.40;9.10;13.64;16.86;36.80
127;0.00;0.00;0.07;0.48;0.34;0.07;49.14;8.49;0.27;0.21;1.03;1.16;0.00;20.47;422.53;16.60;4.04;0.00;35.42;0.00;22.87;0.00;0.00;21.08;24.65;0;4;10;6;9;9;6;6;9;0.00;0.48;2.00;1.010;2.75;0.00;0.41;0.00;6.25;0.00;5.78;15.71;68.60
128;0.00;0.00;0.52;0.63;1.15;0.00;46.46;16.25;0.21;0.63;2.71;5.10;0.00;13.85;433.17;46.72;13.87;0.00;18.25;0.00;8.76;0.00;0.00;10.95;33.02;0;4;10;6;9;9;6;6;9;0.00;0.63;2.00;0.000;2.67;0.00;2.29;0.00;8.00;8.14;24.42;9.89;48.84
129;0.91;0.00;7.95;3.86;2.73;0.00;31.02;17.16;2.27;7.16;0.80;5.00;0.00;3.52;421.01;24.41;51.18;2.36;6.29;0.00;2.36;0.00;0.00;13.39;57.15;15;4;10;6;9;9;6;6;9;0.00;0.00;2.00;0.000;2.50;0.00;2.27;0.11;4.00;10.29;30.88;28.93;25.98
130;2.50;0.00;2.63;3.88;3.63;0.88;29.75;21.88;0.63;1.38;0.50;5.00;0.00;6.25;423.82;37.29;20.34;0.85;16.10;0.00;4.24;0.00;0.00;21.19;47.75;0;4;10;6;9;9;6;6;9;0.00;0.00;2.00;0.002;2.00;0.13;5.00;0.25;6.00;4.92;26.23;24.59;27.87
131;0.11;0.00;4.43;0.97;6.16;0.00;25.16;30.99;0.11;0.54;0.00;3.24;0.00;6.91;428.90;44.03;20.90;0.00;8.96;0.00;9.70;0.00;0.00;16.42;42.41;0;4;10;6;9;9;6;6;9;0.00;2.70;2.00;1.008;2.50;0.11;0.54;0.00;5.00;3.38;20.29;28.02;25.60
132;0.30;0.00;2.43;2.43;2.84;0.00;41.99;13.59;1.01;2.03;0.81;3.55;0.00;6.90;424.54;37.68;7.25;0.00;31.16;0.00;7.97;0.00;0.00;15.94;52.58;8;4;10;6;8;9;6;6;8;0.00;0.41;3.00;0.002;1.00;0.00;1.01;0.00;6.00;4.10;27.87;13.94;40.99
133;0.92;0.00;3.00;1.39;3.05;0.04;4.87;10.53;2.04;0.82;0.42;1.34;0.00;2.42;412.29;15.64;6.94;0.56;4.39;0.00;1.92;0.00;0.00;70.47;38.79;1;4;10;6;9;9;6;6;9;0.00;0.62;1.65;0.630;2.09;2.23;1.86;0.15;3.78;14.18;19.80;18.33;30.81
134;1.85;0.00;3.15;2.41;3.52;0.00;6.11;29.26;7.41;3.15;0.93;2.78;0.00;6.11;418.59;34.78;11.18;0.00;21.12;0.00;10.56;0.00;0.00;22.36;34.93;2;4;10;6;9;9;6;6;9;0.00;9.63;1.00;0.218;2.00;11.20;2.04;0.46;3.00;16.78;15.49;38.06;25.16
135;0.24;0.00;3.93;1.12;2.40;0.00;44.79;12.98;1.36;1.84;0.88;4.97;0.00;7.69;417.66;44.39;17.11;1.60;17.10;0.00;3.74;0.00;0.00;16.04;32.06;2;4;10;6;9;9;6;6;9;0.00;0.40;1.50;0.026;2.50;0.00;0.40;0.24;4.50;3.91;23.13;14.59;43.42
136;0.46;0.00;3.19;1.59;1.82;0.00;25.97;18.00;0.68;2.05;1.82;1.14;0.00;23.69;411.48;20.90;8.96;0.00;28.36;0.00;29.85;0.00;0.00;11.94;18.29;0;4;10;6;9;9;6;6;9;0.00;1.14;1.50;1.984;3.00;0.00;0.23;0.00;3.00;2.04;18.37;38.78;36.74
137;0.65;0.00;1.42;2.12;2.23;0.27;21.35;31.10;3.32;0.38;0.33;1.80;0.00;13.67;418.16;42.64;12.40;0.00;8.53;0.00;16.67;0.00;0.00;19.38;27.94;1;4;10;6;9;9;6;6;9;0.00;0.71;1.50;0.902;1.50;0.00;2.45;0.00;3.00;12.82;15.32;37.32;24.23
138;0.34;0.00;1.88;4.88;4.71;0.09;13.96;36.99;5.31;1.37;0.09;1.63;0.00;11.13;413.79;61.18;15.88;0.00;3.53;0.00;8.24;0.00;0.00;11.18;43.54;0;4;10;6;9;9;6;6;9;0.00;1.03;3.00;13.769;1.67;0.00;4.54;0.17;4.33;17.44;22.06;31.32;4.99
139;0.71;1.89;53.07;0.00;8.25;0.00;0.47;12.97;0.00;0.00;0.00;0.94;0.00;1.65;464.00;39.30;51.00;1.60;3.20;0.00;0.00;0.00;0.00;4.90;69.00;15;4;10;7;9;9;6;6;9;0.00;0.00;4.50;0.000;2.00;8.73;67.69;11.79;8.00;16.21;10.56;11.97;30.99
140;1.92;0.14;22.53;3.37;5.50;0.07;9.19;17.25;0.28;4.05;0.04;2.02;0.00;2.48;434.69;46.83;15.85;0.73;25.37;0.00;0.00;0.00;0.00;11.22;44.20;6;4;10;7;10;10;6;6;9;0.00;0.11;4.57;7.906;1.14;40.99;20.90;4.65;8.14;2.48;5.95;13.86;22.03
141;3.13;0.00;15.07;7.29;7.64;0.00;9.72;16.81;1.18;3.13;0.21;2.01;0.00;3.82;425.55;63.90;13.66;0.00;13.66;0.00;0.98;0.00;0.00;7.80;53.02;4;4;10;7;9;10;6;6;9;0.00;0.35;4.50;17.455;2.50;55.42;9.44;0.21;7.00;6.09;4.71;4.71;14.68
142;0.15;0.00;9.25;9.10;2.50;0.08;13.87;16.98;1.14;2.05;0.15;2.73;0.00;7.28;441.22;66.49;12.57;0.00;10.47;0.00;2.62;0.00;0.00;7.85;58.48;4;3;10;6;9;9;7;7;9;0.00;0.76;2.67;0.062;2.33;50.64;13.87;2.20;8.00;4.50;1.50;2.00;22.50
143;0.60;0.00;12.20;11.01;3.87;0.00;2.38;6.55;1.19;2.98;0.00;5.65;0.00;3.87;462.01;27.08;37.50;12.50;14.59;0.00;0.00;0.00;0.00;8.33;90.68;46;4;10;7;9;9;6;6;9;0.00;0.00;3.00;0.000;2.00;66.96;17.86;0.00;8.00;6.35;4.76;3.18;7.94
144;0.53;0.00;7.82;7.49;3.01;0.07;8.36;24.47;1.34;10.83;0.94;3.68;0.00;4.88;415.64;38.71;8.29;0.46;38.70;0.00;0.46;0.00;0.00;13.36;44.87;5;4;10;7;9;10;6;6;9;0.00;1.27;4.00;22.046;1.50;25.47;11.23;0.33;7.00;4.92;7.21;12.46;22.95
